transaction_id,original_timestamp,bin_country,card_type,card_network,issuing_bank,invoice_amount_usd,day_of_month,day_of_week,hour_of_day,is_payday_proximity,is_banking_settlement_window,current_gateway,retry_attempt_number,elapsed_days_since_first_decline,decline_code,retry_success
67f95958-12ea-4893-8761-333b8edf1a5b,2026-08-23T16:11:17.318016,IN,upi,upi_autopay,hdfc_bank,1499.0,20,6,5,0,0,cashfree,4,9.77,insufficient_funds,0
8dd1254b-b147-4324-8962-3d539882e9ef,2026-09-05T15:21:31.562817,IN,upi,upi_autopay,sbi,89.0,11,0,2,0,0,payu,2,3.3311,bank_server_down,0
34521380-d479-4d7b-b762-3bfe629e96de,2026-08-24T00:40:14.775671,IN,upi,upi_autopay,phonepe,149.0,10,2,14,1,0,razorpay,3,7.7021,upi_mandate_revoked,0
e288cb59-0cea-49e3-b505-3046d9757e9f,2026-09-04T02:11:10.290572,IN,credit,rupay,axis_bank,999.0,23,3,11,0,1,billdesk,1,1.3037,bank_server_down,1
201af1cb-b430-49a2-ae65-76618b1fe723,2026-08-24T06:34:22.166401,IN,upi,upi_autopay,kotak_mahindra,999.0,24,6,11,0,1,razorpay,3,7.0893,bank_server_down,1
67e36ef1-237d-49dc-a3c6-09645dd20698,2026-09-15T16:24:34.404743,IN,upi,upi_autopay,phonepe,999.0,21,6,1,0,0,payu,1,0.8737,upi_mandate_revoked,0
b98c7fbd-1d47-4d4f-978b-6d618fa164c4,2026-08-28T23:05:41.686951,IN,upi,upi_autopay,icici_bank,999.0,21,3,11,0,1,payu,3,5.4538,insufficient_funds,1
e185782a-f834-4e30-a6f1-d76f27cd39d4,2026-08-23T03:09:46.586285,IN,debit,rupay,icici_bank,18500.0,31,0,4,1,0,payu,1,1.2168,rbi_afa_limit_exceeded,0
c658a9b2-1f42-474f-a376-53b2454121b0,2026-09-10T14:06:48.666184,IN,credit,visa,icici_bank,149.0,22,6,14,0,0,payu,4,7.1767,insufficient_funds,0
63329c54-7393-4117-9af3-163c9f53f5cf,2026-09-01T16:22:21.630050,IN,debit,visa,icici_bank,89.0,3,1,20,1,0,payu,3,6.1366,upi_mandate_revoked,0
616a1aec-965d-416a-aab2-dbff7cb99762,2026-09-14T03:58:20.308736,IN,upi,upi_autopay,hdfc_bank,690.0,19,0,19,0,0,payu,1,0.04,bank_server_down,0
49b67ccb-66bf-48b9-9900-5ccff821f50e,2026-09-01T17:13:59.862630,IN,debit,rupay,kotak_mahindra,999.0,15,2,11,0,1,billdesk,3,3.7725,processing_error,0
b62be35a-c27f-48c9-b0fa-9d70da9a3118,2026-09-09T08:16:22.647075,IN,upi,upi_autopay,cred,18500.0,17,2,12,0,1,billdesk,1,0.0324,rbi_afa_limit_exceeded,0
6c4412ea-63b5-4558-a6b7-f8338ce61c03,2026-09-15T04:27:42.279555,IN,upi,upi_autopay,kotak_mahindra,690.0,9,1,3,1,0,razorpay,2,2.8454,network_error,0
3aa51472-086b-4607-981e-060094949a23,2026-08-30T13:22:18.168806,IN,upi,upi_autopay,sbi,690.0,6,3,16,0,0,razorpay,3,7.6419,upi_mandate_revoked,0
c990ff59-854a-4298-b527-b7c1def8dd03,2026-08-25T05:23:58.285400,IN,upi,upi_autopay,sbi,1499.0,18,0,8,0,0,billdesk,2,1.3348,do_not_honor,0
6f74b93a-c27f-44b4-82b8-9ec7e349ac89,2026-08-16T23:06:59.896479,IN,debit,visa,hdfc_bank,149.0,23,3,6,0,0,cashfree,2,2.9545,insufficient_funds,0
3ee7ac51-0c7c-4638-ba70-d1facfd4eb07,2026-09-15T02:49:09.906771,IN,upi,upi_autopay,phonepe,149.0,30,3,6,1,0,billdesk,1,0.0121,issuer_unavailable,1
8655e94a-3b95-4e8f-af00-01aba71ca1d0,2026-09-04T21:21:59.334853,IN,upi,upi_autopay,kotak_mahindra,149.0,15,1,22,0,0,cashfree,1,0.5651,upi_mandate_revoked,0
09df9336-9239-434a-a6c3-3cae4196c88b,2026-08-13T01:06:18.655677,IN,debit,rupay,icici_bank,89.0,3,6,21,1,0,billdesk,3,7.7358,network_error,0
2d8854e5-f481-4a56-a79e-ae1c62685439,2026-08-26T11:33:49.345393,IN,debit,mastercard,hdfc_bank,999.0,11,5,11,0,1,billdesk,2,2.0407,insufficient_funds,0
096fabc9-5152-4271-9f51-dd0110f97511,2026-08-27T20:58:05.879221,IN,upi,upi_autopay,sbi,89.0,10,2,5,1,0,billdesk,1,0.5807,insufficient_funds,1
dff9c68e-3cf1-423a-b91a-9116a412e2a0,2026-09-02T10:50:38.596609,IN,debit,mastercard,hdfc_bank,149.0,21,1,11,0,1,razorpay,1,1.0942,insufficient_funds,0
807646fd-c296-4fc0-b21c-0c5a69576db7,2026-09-11T16:21:38.395381,IN,upi,upi_autopay,gpay,1499.0,7,6,4,1,0,cashfree,1,0.0249,bank_server_down,0
0a8a19bf-cc15-4dff-b7b3-b7a91d8d2fe6,2026-08-20T16:45:59.672670,IN,credit,mastercard,icici_bank,999.0,16,0,11,0,1,payu,4,12.4894,do_not_honor,0
1bc37b76-89c3-430a-9ddb-9ce1ad124d63,2026-09-05T17:14:30.644209,IN,debit,visa,axis_bank,1499.0,12,3,17,0,0,billdesk,4,9.1971,insufficient_funds,0
0f6a7da6-2827-4674-bf87-09c2d681bc60,2026-09-02T10:01:11.903976,IN,upi,upi_autopay,sbi,149.0,29,0,2,1,0,razorpay,3,7.1125,insufficient_funds,0
82a6fc35-00a3-4f31-be6a-4a78f4dc1319,2026-09-06T03:42:43.686742,IN,debit,mastercard,axis_bank,149.0,24,3,16,0,0,cashfree,1,0.3302,insufficient_funds,0
4ca1c68b-a67d-4878-8fc5-71ebb43885b5,2026-08-19T07:33:42.442317,IN,credit,visa,hdfc_bank,999.0,19,0,4,0,0,payu,1,1.3222,processing_error,0
79ce25d7-b14b-4784-a8d5-49e0423cd0ad,2026-09-01T07:28:27.127066,IN,debit,mastercard,icici_bank,1499.0,21,0,14,0,0,cashfree,3,3.5223,bank_server_down,0
add800c6-5033-4301-bc55-ea66cce3429c,2026-08-29T06:15:41.641756,IN,upi,upi_autopay,cred,89.0,5,6,17,1,0,razorpay,1,1.354,insufficient_funds,0
e7f8e45e-9a6e-43bf-b21c-9dfc4917fc3a,2026-09-03T16:58:32.172499,IN,upi,upi_autopay,phonepe,1499.0,31,1,13,1,1,billdesk,1,0.0155,network_error,1
488952b1-2a96-4fc8-bdbe-235d85a18a2b,2026-08-30T01:33:59.843873,IN,debit,mastercard,kotak_mahindra,149.0,28,0,3,1,0,cashfree,3,4.2004,generic_decline,0
ca1258c0-1658-4dbf-8bc5-5ff91133acf2,2026-09-07T08:53:13.641060,IN,upi,upi_autopay,icici_bank,1499.0,10,1,5,1,0,razorpay,2,1.7586,insufficient_funds,0
3efba5f6-4bd7-40b4-b378-29a77ce0a608,2026-08-14T09:56:57.347001,IN,upi,upi_autopay,phonepe,149.0,23,1,11,0,1,payu,3,6.9696,card_velocity_exceeded,0
24771275-370c-4b97-942f-829f5e12d6c0,2026-09-07T04:25:27.054557,IN,debit,visa,sbi,999.0,17,2,2,0,0,razorpay,3,4.1062,upi_mandate_revoked,0
43f5b324-b9dd-4adf-bff0-835f2a862ef1,2026-08-30T00:10:17.242099,IN,debit,rupay,hdfc_bank,149.0,18,2,4,0,0,cashfree,1,1.0509,card_velocity_exceeded,0
c0dd99c5-24f1-4614-b2e8-450a0d0012fc,2026-08-31T17:29:22.614546,IN,upi,upi_autopay,paytm,15999.0,17,5,5,0,0,payu,1,0.3257,rbi_afa_limit_exceeded,0
453623c6-da11-4f1a-922e-664e116ae0f8,2026-08-27T08:56:23.146554,IN,debit,visa,icici_bank,89.0,6,5,19,0,0,billdesk,1,0.8172,lost_card,0
3de30a92-bad8-4b9f-9f7c-70a367a8d664,2026-08-23T18:49:41.147885,IN,upi,upi_autopay,axis_bank,89.0,27,4,1,0,0,cashfree,1,1.2671,do_not_honor,0
50ec1825-6df3-44b1-ae4e-de2f5629ef5c,2026-08-15T16:39:20.124545,IN,upi,upi_autopay,sbi,999.0,1,0,1,1,0,billdesk,3,5.6583,bank_server_down,0
c401290b-6384-47c2-aab3-1cf63ff9696b,2026-08-26T02:42:49.041259,IN,debit,rupay,hdfc_bank,149.0,9,5,6,1,0,billdesk,1,0.6869,insufficient_funds,1
738a7c39-210e-42f8-8bfe-cc3b3ce1afb1,2026-08-21T20:49:28.358162,IN,credit,rupay,sbi,149.0,21,0,15,0,0,razorpay,1,1.2711,upi_mandate_revoked,0
0ade71d8-b232-4b24-af3a-fe32d735f24d,2026-08-15T10:51:54.875854,IN,upi,upi_autopay,hdfc_bank,1499.0,18,2,20,0,0,payu,3,5.6565,bank_server_down,0
2d533d59-7cef-4eb5-96a9-527f62debc99,2026-09-05T14:26:30.383395,IN,upi,upi_autopay,phonepe,690.0,16,1,21,0,0,razorpay,2,1.0242,do_not_honor,0
83995205-f465-4161-9411-43fcdc6f7af8,2026-09-14T11:15:23.012227,IN,debit,rupay,kotak_mahindra,999.0,15,0,22,0,0,cashfree,2,2.5423,insufficient_funds,0
1836d1ca-adf2-43f9-a71b-90bf8064cf1e,2026-09-01T18:50:53.686465,IN,upi,upi_autopay,sbi,999.0,15,3,15,0,0,cashfree,2,3.0901,bank_server_down,1
c6e89f93-9535-43f3-a94f-b366ad39c5cf,2026-09-01T16:44:18.596548,IN,upi,upi_autopay,phonepe,999.0,11,4,4,0,0,billdesk,3,7.7338,insufficient_funds,0
1e6bac7e-4d61-4f7c-b589-6fc83ab79a4a,2026-08-11T19:55:17.871550,IN,upi,upi_autopay,cred,999.0,23,2,23,0,0,cashfree,4,8.3379,insufficient_funds,0
6ebc6e04-a723-431f-82e7-6c654e74e7fd,2026-09-03T08:08:58.080645,IN,upi,upi_autopay,sbi,999.0,13,1,11,0,1,razorpay,1,0.0197,insufficient_funds,0
24e99735-4177-4379-99f8-79bbb53700f5,2026-08-29T04:38:25.777965,IN,upi,upi_autopay,sbi,1499.0,4,2,7,1,0,razorpay,3,6.6212,insufficient_funds,0
cf21ca75-94c7-4bb1-8ff1-dcbb582880dc,2026-09-17T06:33:18.504045,IN,upi,upi_autopay,sbi,149.0,8,1,3,1,0,billdesk,1,0.0174,gateway_timeout,0
db71dfbb-b1c8-498f-8f75-42a2e027fc1a,2026-09-11T05:02:48.450718,IN,upi,upi_autopay,sbi,690.0,28,4,13,1,1,billdesk,1,0.1503,lost_card,0
7b828898-6714-4492-af8d-389aa46fcff8,2026-08-20T14:15:06.640879,IN,credit,visa,sbi,999.0,6,6,10,0,1,billdesk,1,1.2023,bank_server_down,1
6a23a003-488c-4aea-adaf-8394b7011913,2026-09-01T03:54:01.076524,IN,debit,mastercard,hdfc_bank,24999.0,7,6,5,1,0,cashfree,2,2.6982,rbi_afa_limit_exceeded,0
4e02f8dd-7976-4325-af3e-803e3111b758,2026-09-16T20:21:15.473569,IN,upi,upi_autopay,icici_bank,89.0,16,2,15,0,0,billdesk,1,1.2653,insufficient_funds,0
939272f6-ad47-44a9-9fb1-4b73a70d95d6,2026-09-11T09:03:20.548015,IN,debit,mastercard,kotak_mahindra,149.0,17,3,7,0,0,billdesk,1,0.977,insufficient_funds,0
8f6b08a2-8e0c-46f0-8e85-9aa8723ff7ab,2026-08-31T20:39:18.927990,IN,credit,visa,axis_bank,999.0,2,2,15,1,0,razorpay,1,0.0225,bank_server_down,1
94e2e187-169b-40f8-bdb3-32f8c31fb128,2026-09-02T15:38:01.977828,IN,debit,visa,kotak_mahindra,999.0,27,5,21,0,0,billdesk,2,2.0397,upi_mandate_revoked,0
2d699129-90e3-4510-a8ae-c7e97ee49479,2026-09-13T17:09:02.837274,IN,upi,upi_autopay,phonepe,149.0,28,0,13,1,1,payu,1,1.076,insufficient_funds,1
80a95768-1e50-408c-8a75-7ed9a0fd70e0,2026-09-07T19:36:03.417470,IN,upi,upi_autopay,gpay,149.0,12,6,12,0,1,billdesk,1,0.0139,insufficient_funds,0
37ef2837-f078-4d1c-8575-a6737c7ea571,2026-08-27T23:15:41.203719,IN,upi,upi_autopay,kotak_mahindra,149.0,13,0,18,0,0,billdesk,3,4.985,issuer_unavailable,0
e2ccc324-eea7-41ec-9e62-3430702e1515,2026-09-03T15:46:00.571515,IN,upi,upi_autopay,axis_bank,999.0,10,0,12,1,1,payu,1,0.0241,bank_server_down,1
55080570-8934-4d20-b7ab-5dced53a2be2,2026-08-28T15:24:27.137653,IN,debit,visa,hdfc_bank,1499.0,9,6,19,1,0,cashfree,1,0.7548,insufficient_funds,0
149f745c-8277-4365-9250-e290b3153441,2026-08-25T22:30:58.068184,IN,credit,rupay,hdfc_bank,149.0,4,3,11,1,1,payu,1,0.0236,bank_server_down,1
afa450a9-280a-47bb-928b-c9a112a17b8b,2026-08-19T04:47:53.498913,IN,debit,rupay,icici_bank,149.0,11,4,11,0,1,razorpay,3,7.9598,insufficient_funds,0
4735be1f-0b3d-4a30-bf0f-15b3c8e2ee15,2026-09-17T14:06:51.224865,IN,debit,visa,sbi,690.0,17,3,16,0,0,payu,1,0.013,do_not_honor,0
c4ff2826-fd26-4f17-a3fe-9446df76a2ab,2026-09-05T18:28:37.210516,IN,upi,upi_autopay,gpay,1499.0,2,1,22,1,0,payu,2,3.0476,insufficient_funds,0
3df9b11a-12a3-4caf-9751-7d7830c2fba9,2026-09-05T01:46:10.850820,IN,upi,upi_autopay,kotak_mahindra,1499.0,16,4,14,0,0,billdesk,4,9.2667,insufficient_funds,0
323f6f14-8557-488e-a086-de1c8786ea1e,2026-09-05T17:52:25.028455,IN,upi,upi_autopay,axis_bank,1499.0,29,4,4,1,0,razorpay,3,3.225,insufficient_funds,0
db07e5ba-ad8d-4ef7-acc6-b87216827f74,2026-08-27T11:45:47.350636,IN,upi,upi_autopay,gpay,1499.0,6,3,19,0,0,billdesk,1,0.139,bank_server_down,1
0f00d718-0efb-4d9c-8cec-19337ed520b7,2026-09-02T19:39:32.623232,IN,credit,visa,hdfc_bank,1499.0,11,4,16,0,0,billdesk,1,0.0194,card_velocity_exceeded,1
e6adb42f-9794-4619-b2b1-46cd94ec5c1f,2026-09-07T14:57:41.893473,IN,upi,upi_autopay,gpay,999.0,10,3,0,1,0,billdesk,1,0.1346,insufficient_funds,1
20097c3f-bbcf-44c1-ae44-51808befa3eb,2026-08-24T19:19:50.264496,IN,credit,visa,sbi,149.0,14,4,9,0,1,payu,1,1.1006,card_velocity_exceeded,0
d1422bfa-3c73-4384-90f0-e0419da3d5f5,2026-08-30T15:05:33.678062,IN,upi,upi_autopay,gpay,1499.0,23,5,0,0,0,razorpay,1,1.2725,do_not_honor,0
abadc0cd-6d03-45aa-ac85-b6e3a001edb0,2026-08-29T13:53:04.731564,IN,upi,upi_autopay,kotak_mahindra,1499.0,9,5,18,1,0,razorpay,2,2.9011,insufficient_funds,0
05d27475-4d16-4512-8bf7-ce2d60090abb,2026-09-01T20:13:47.891158,IN,debit,rupay,hdfc_bank,690.0,19,3,5,0,0,cashfree,1,1.2388,do_not_honor,0
8779da59-3864-4242-84d2-0d1d7910fe28,2026-09-10T18:49:26.051559,IN,debit,mastercard,hdfc_bank,149.0,24,4,12,0,1,billdesk,3,3.5911,upi_mandate_revoked,0
caab6df5-d2f5-4ebb-9717-26e714e6d357,2026-08-25T03:49:46.292927,IN,upi,upi_autopay,sbi,89.0,22,1,1,0,0,cashfree,3,7.472,bank_server_down,0
7240c99a-3117-4270-ae5a-4383ef6ed60e,2026-09-16T01:47:07.606356,IN,upi,upi_autopay,kotak_mahindra,149.0,23,0,6,0,0,payu,2,2.1662,upi_mandate_revoked,0
204a5e60-ffc9-4fc1-82cb-36270515888e,2026-08-27T14:05:00.809126,IN,upi,upi_autopay,sbi,149.0,11,3,4,0,0,cashfree,4,9.8331,insufficient_funds,0
99e37f43-d7fa-4761-9e1b-f4898721557d,2026-08-22T04:05:15.032789,IN,upi,upi_autopay,hdfc_bank,1499.0,17,6,19,0,0,razorpay,1,0.0228,issuer_unavailable,1
a3402ce9-7c03-4bf8-9031-fb358f110ee1,2026-08-27T17:36:34.851053,IN,debit,rupay,sbi,149.0,24,5,1,0,0,cashfree,1,0.9017,insufficient_funds,0
54350e8e-7e8e-40cc-a1a5-343e98ce3a31,2026-09-07T11:56:05.666675,IN,upi,upi_autopay,cred,149.0,17,1,17,0,0,cashfree,2,1.5599,bank_server_down,1
495c830a-1241-4cda-b2e3-8a7b26b15cd9,2026-09-04T22:23:53.632616,IN,debit,visa,icici_bank,149.0,22,3,16,0,0,billdesk,2,2.5707,bank_server_down,0
6b5c0949-fe7a-4c0e-9b83-b23a28bce7a7,2026-08-19T19:29:11.112313,IN,credit,rupay,kotak_mahindra,149.0,31,1,14,1,0,cashfree,2,2.633,insufficient_funds,0
279e65f8-2e44-4688-b1e1-63f6e9b45cb7,2026-08-26T13:46:15.230480,IN,credit,rupay,sbi,149.0,11,4,11,0,1,payu,2,2.9588,card_velocity_exceeded,1
b9e391e4-cd6d-4620-91f2-679bda4e4e61,2026-08-28T22:33:02.498535,IN,debit,mastercard,sbi,1499.0,28,5,21,1,0,cashfree,2,1.5698,upi_mandate_revoked,0
8e6aeef0-21ac-45f4-940a-ea56ed03da0c,2026-08-31T12:15:47.588746,IN,upi,upi_autopay,gpay,690.0,23,2,19,0,0,payu,2,3.7723,bank_server_down,1
43975577-cc71-45ce-a465-4e0fc02b6924,2026-09-10T21:41:39.311215,IN,upi,upi_autopay,paytm,999.0,9,4,9,1,1,billdesk,1,1.1588,insufficient_funds,1
f390545d-dd91-425b-a5d6-d7db8c3da954,2026-08-26T14:59:41.905688,IN,upi,upi_autopay,sbi,89.0,10,6,9,1,1,billdesk,2,2.0369,generic_decline,0
1c3821ee-5988-43c1-8e34-e08dc5d7f3cc,2026-08-30T03:14:49.486142,IN,upi,upi_autopay,sbi,999.0,23,5,15,0,0,billdesk,4,10.1622,insufficient_funds,0
3a2c66b7-7500-4c5d-9e29-6c6c7e438824,2026-09-10T13:48:45.349241,IN,upi,upi_autopay,gpay,1499.0,30,6,23,1,0,cashfree,1,0.0294,insufficient_funds,1
3433edbc-d2aa-4ba8-87e8-aabca47c2a1c,2026-08-29T15:34:56.890389,IN,upi,upi_autopay,hdfc_bank,149.0,4,4,21,1,0,cashfree,2,3.8637,bank_server_down,0
9ba04967-5e85-47b8-8f03-f1dceb0b8866,2026-09-09T18:25:17.263373,IN,upi,upi_autopay,icici_bank,49999.0,27,2,4,0,0,billdesk,1,0.3276,rbi_afa_limit_exceeded,0
c07730f7-1a5a-4e4c-a0b8-f910d1b0c10b,2026-09-04T19:14:57.038283,IN,debit,rupay,icici_bank,1499.0,10,5,2,1,0,cashfree,2,3.6157,insufficient_funds,0
9606b06a-9fd7-42a0-8719-5f6092df559c,2026-08-25T22:38:34.741608,IN,upi,upi_autopay,icici_bank,149.0,15,5,8,0,0,cashfree,2,1.4451,gateway_timeout,1
cdce40c7-e229-41da-9432-63b0ef5e2d10,2026-09-09T10:23:19.603864,IN,upi,upi_autopay,phonepe,690.0,7,1,17,1,0,cashfree,2,1.2418,upi_mandate_revoked,0
767f101d-8609-461a-898d-f8327e1a8f01,2026-08-26T08:58:32.797305,IN,upi,upi_autopay,phonepe,24999.0,5,0,19,1,0,payu,1,1.208,rbi_afa_limit_exceeded,0
78ac5c9b-ee50-4500-a195-44be1b914ac7,2026-09-12T00:01:11.859560,IN,upi,upi_autopay,hdfc_bank,690.0,2,5,16,1,0,razorpay,1,0.0377,bank_server_down,1
d97b42f2-04dc-4c81-8fb5-bbb1da23deae,2026-08-28T05:54:50.985390,IN,upi,upi_autopay,sbi,149.0,4,3,10,1,1,razorpay,1,0.0415,do_not_honor,0
596fbf8b-7b53-4ae1-ad43-ca46348d41b3,2026-08-20T20:05:46.325427,IN,debit,rupay,kotak_mahindra,149.0,25,1,0,0,0,payu,1,0.0358,insufficient_funds,0
7a8c5ff5-984d-470e-81a1-fb362e041f11,2026-08-21T09:25:32.182932,IN,upi,upi_autopay,axis_bank,999.0,6,3,20,0,0,payu,1,0.365,bank_server_down,1
dc70a7d6-ec2c-492e-8187-3cb57571d444,2026-08-23T03:51:35.612634,IN,upi,upi_autopay,phonepe,1499.0,29,3,15,1,0,cashfree,3,7.1317,processing_error,0
21281c75-afbc-4ef8-9c06-759f46808d44,2026-08-30T07:28:21.686093,IN,debit,visa,icici_bank,149.0,10,2,9,1,1,razorpay,1,0.1204,gateway_timeout,0
22a9ecae-b9c1-4c87-ad0c-a0d75a2a92f1,2026-08-28T16:26:42.710309,IN,upi,upi_autopay,hdfc_bank,149.0,30,6,2,1,0,razorpay,2,1.5545,insufficient_funds,0
1b8fc594-ff1f-4322-8127-2787ce25ace1,2026-08-22T09:10:04.780597,IN,upi,upi_autopay,icici_bank,149.0,24,5,1,0,0,cashfree,1,0.0298,do_not_honor,0
d4ce179b-9380-47e3-ad99-d007c46a905d,2026-08-19T08:11:13.847021,IN,debit,rupay,sbi,999.0,6,3,5,0,0,payu,2,2.4499,do_not_honor,0
d953f628-e27b-4269-a10d-a3f8c235c250,2026-08-23T14:36:16.694105,IN,upi,upi_autopay,icici_bank,690.0,2,6,12,1,1,razorpay,2,2.5613,insufficient_funds,0
1de6fe61-d0d9-4b64-b8be-ee5839b31e57,2026-08-23T11:30:07.926036,IN,credit,mastercard,sbi,1499.0,24,6,9,0,1,payu,1,0.0271,insufficient_funds,0
a30f8458-0417-4681-9ea4-e147e3d9864d,2026-08-27T21:56:45.983433,IN,upi,upi_autopay,phonepe,690.0,1,2,18,1,0,billdesk,2,3.8108,generic_decline,1
5af76a38-199f-4096-ae0c-f06fae22a70b,2026-08-24T09:18:45.063971,IN,upi,upi_autopay,axis_bank,690.0,30,2,9,1,1,cashfree,4,11.7902,do_not_honor,0
3f8a4521-209a-4314-8841-7d5a32024008,2026-08-24T02:23:01.184043,IN,upi,upi_autopay,icici_bank,999.0,17,3,4,0,0,billdesk,1,0.1776,bank_server_down,0
c9959d88-0f76-4d19-88a1-27ce221aa949,2026-09-07T10:46:13.049632,IN,debit,rupay,axis_bank,1499.0,7,6,3,1,0,razorpay,1,1.4394,bank_server_down,0
0fc34df4-1e2a-43b5-a397-9602d0fda75a,2026-09-12T06:11:46.823365,IN,upi,upi_autopay,hdfc_bank,149.0,21,2,22,0,0,razorpay,1,0.9645,insufficient_funds,0
7948c8b1-d374-4274-a21d-20e0cbe687ca,2026-08-28T09:09:01.151451,IN,debit,visa,hdfc_bank,690.0,26,2,18,0,0,cashfree,1,1.1954,insufficient_funds,0
c088abe5-dc5f-45e8-b7d9-740d29fc24fb,2026-08-21T05:34:17.431614,IN,upi,upi_autopay,phonepe,1499.0,7,1,19,1,0,billdesk,2,2.8922,issuer_unavailable,0
7411d7d4-3f2e-40cf-a415-32d07605f811,2026-08-30T20:27:30.692633,IN,debit,visa,sbi,89.0,29,3,13,1,1,billdesk,2,3.4978,insufficient_funds,1
28319ade-192d-4350-84bb-a4304b678194,2026-09-12T22:04:35.610965,IN,upi,upi_autopay,axis_bank,1499.0,3,3,21,1,0,cashfree,2,3.0273,insufficient_funds,0
5907d163-9c2f-4c00-9244-dbaa167356af,2026-09-17T04:11:43.384933,IN,prepaid,visa,icici_bank,89.0,16,2,7,0,0,billdesk,1,1.429,insufficient_funds,0
4040c09b-b5ec-4daa-8aa7-b03b0cd24392,2026-08-24T02:15:05.835769,IN,upi,upi_autopay,sbi,1499.0,13,1,14,0,0,billdesk,2,3.1022,expired_card,0
cc7ba859-b525-4941-a777-0b9c02540a50,2026-08-30T16:54:33.079870,IN,debit,rupay,sbi,1499.0,31,2,9,1,1,cashfree,2,1.6303,bank_server_down,1
69185f88-7247-43be-8f41-9bebc4da3f39,2026-08-27T23:03:48.971584,IN,debit,rupay,kotak_mahindra,149.0,19,0,8,0,0,razorpay,2,2.2372,bank_server_down,0
56d0c008-0f4a-47b2-9591-e27f96502d53,2026-09-03T21:47:16.074025,IN,upi,upi_autopay,hdfc_bank,999.0,2,5,3,1,0,payu,1,0.939,insufficient_funds,0
b05606fe-1e19-441a-a3f9-2254a42447d1,2026-08-26T16:38:27.202535,IN,upi,upi_autopay,hdfc_bank,149.0,22,4,22,0,0,payu,1,0.0201,insufficient_funds,0
eeb75efb-c861-432a-af4a-22179bfda65f,2026-08-20T02:27:52.028302,IN,upi,upi_autopay,sbi,999.0,23,0,20,0,0,billdesk,2,2.2221,upi_mandate_revoked,0
61fd2416-1c11-475b-99ce-4aa309bd3ea8,2026-08-21T01:23:33.235137,IN,debit,visa,sbi,89.0,20,1,7,0,0,razorpay,1,0.0299,insufficient_funds,0
8f33e636-301c-4a26-90ab-fcdc841c8dea,2026-09-07T05:19:27.493851,IN,upi,upi_autopay,sbi,149.0,15,5,19,0,0,razorpay,1,0.3781,insufficient_funds,0
1300c7aa-7c23-437c-b53d-db304b32fa8b,2026-08-23T04:50:13.504905,IN,upi,upi_autopay,icici_bank,1499.0,23,4,15,0,0,billdesk,3,3.8866,upi_mandate_revoked,0
a3e06b6c-612c-4210-b61f-dd9c47a68402,2026-08-23T21:12:22.554624,IN,upi,upi_autopay,icici_bank,1499.0,26,5,6,0,0,razorpay,3,3.0693,do_not_honor,0
4d1cefe6-80df-4643-90fc-7e6ab8915979,2026-09-02T03:54:54.174897,IN,upi,upi_autopay,paytm,1499.0,20,6,2,0,0,billdesk,1,0.8804,gateway_timeout,0
151a4f70-a22c-49f5-b4b5-15fc0e18b87f,2026-09-02T11:41:13.868846,IN,upi,upi_autopay,gpay,1499.0,17,5,11,0,1,razorpay,4,13.9786,gateway_timeout,0
9702b936-1747-4ca7-8d35-2c6b8959c7a1,2026-08-22T14:53:52.598697,IN,upi,upi_autopay,sbi,690.0,2,6,17,1,0,razorpay,1,0.1013,issuer_unavailable,1
f3e242a4-9766-45cb-821e-adff8f9c23ec,2026-09-07T12:18:51.364336,IN,upi,upi_autopay,hdfc_bank,999.0,7,4,17,1,0,billdesk,3,6.8,insufficient_funds,0
0cb59b5f-f159-4c1f-986e-ea2e52bb3c2d,2026-08-29T09:03:45.945063,IN,upi,upi_autopay,cred,999.0,17,3,3,0,0,cashfree,1,0.0222,insufficient_funds,1
458fc3a1-5501-4e4a-9d9b-d881a654ebbf,2026-09-04T09:41:30.090540,IN,upi,upi_autopay,sbi,1499.0,16,0,16,0,0,cashfree,1,1.0404,insufficient_funds,0
6998dd5a-332b-41ce-83da-7c3c2b6e3169,2026-09-05T02:02:08.386178,IN,upi,upi_autopay,icici_bank,1499.0,5,4,13,1,1,payu,1,0.0199,insufficient_funds,1
2368905d-4c6f-43db-bc16-74804b352460,2026-08-28T01:50:09.666260,IN,credit,mastercard,icici_bank,89.0,15,5,9,0,1,razorpay,1,0.0338,insufficient_funds,1
a42e8d03-af29-401e-86d9-c30dcfaec84d,2026-09-12T05:40:51.053937,IN,upi,upi_autopay,paytm,690.0,27,0,23,0,0,cashfree,1,0.035,insufficient_funds,0
78c0fe09-0286-4c04-98a0-32e17bc6d704,2026-09-16T20:36:32.042049,IN,debit,rupay,sbi,89.0,14,2,22,0,0,razorpay,1,0.0372,gateway_timeout,1
2ac0b6e2-a607-4996-b89d-ef92d94c3be5,2026-09-16T19:40:08.925797,IN,credit,mastercard,axis_bank,149.0,30,0,15,1,0,razorpay,1,1.0371,insufficient_funds,0
e6a2d225-67ae-461a-8eca-4b5482508a92,2026-08-19T00:36:30.556210,IN,upi,upi_autopay,sbi,999.0,25,1,20,0,0,razorpay,1,1.4333,insufficient_funds,0
da778959-b05e-45b2-b280-f56b14e0492b,2026-08-12T02:09:51.563484,IN,debit,mastercard,kotak_mahindra,1499.0,21,3,11,0,1,cashfree,3,7.9328,do_not_honor,0
